SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,Climbing,Acaulescence,Errect,UnderstoreyCanopy,StemSolitary,MaxStemHeight_m,MaxStemDia_cm,StemArmed,LeavesArmed,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeBinary,FruitShape,FruitColor,FruitTexture,FruitColorChange,FruitNotes,Extra reference / note
Iguanura kelantanensis,Iguanura,kelantanensis,Areceae,Arecoideae,0,1,0,understorey,2,0,,0,0,,1.01,,,,,,,,,,,white to red,,,,palmweb
Iguanura leucocarpa,Iguanura,leucocarpa,Areceae,Arecoideae,0,0,1,,,,0.5,0,0,,0.8,,,,,,,,,,globose,,,,,
Iguanura macrostachya,Iguanura,macrostachya,Areceae,Arecoideae,0,0,1,understorey,2,2,2,0,0,,1,,0.45,1.05,,,0.8,,,small,ovoid,pink to red,,,,Kew herbaria
Iguanura melinauensis,Iguanura,melinauensis,Areceae,Arecoideae,0,0,1,understorey,0,3.5,1,0,0,,0.77,0.65,0.14,1,,,0.7,,,small,,white to red,,,,palmweb
Iguanura minor,Iguanura,minor,Areceae,Arecoideae,0,0,1,understorey,1,4,1,0,0,,0.55,0.55,0.17,0.85,,,0.7,,,small,globose,,,,,
Iguanura mirabilis,Iguanura,mirabilis,Areceae,Arecoideae,0,0,1,understorey,0,3,2,0,0,10,0.85,0.85,,,,,,,,,globose,"white, ripenning cherry-red",,,,
Iguanura myochodoides,Iguanura,myochodoides,Areceae,Arecoideae,0,0,1,understorey,0,2,1,0,0,,0.63,0.5,0.15,1.5,,,0.7,,,small,,white to red,,,,palmpedia
Iguanura palmuncula,Iguanura,palmuncula,Areceae,Arecoideae,0,0,1,understorey,2,3,1,0,0,10,1.5,1.5,0.28,1.15,,,0.8,,,small,ovoid,white to red,,,,palmpedia
Iguanura parvula,Iguanura,parvula,Areceae,Arecoideae,0,0,1,,,,,0,0,,1.01,,,,,,,,,,globose,,,,,
Iguanura perdana,Iguanura,perdana,Areceae,Arecoideae,0,0,1,understorey,1,4.5,1.8,0,0,,1,1,,,,,,,,,ovoid,yellow to pink,,,,palmpedia
Iguanura piahensis,Iguanura,piahensis,Areceae,Arecoideae,0,0,1,understorey,0,2,,0,0,,1.01,,,0.6,,,0.6,,,small,,"cream to yellow, ripening red",,,,
Iguanura polymorpha,Iguanura,polymorpha,Areceae,Arecoideae,0,0,1,understorey,2,4,2,0,0,,1.4,1.4,0.92,2,,,0.8,,,small,ovoid,red,,,,
Iguanura prolifera,Iguanura,prolifera,Areceae,Arecoideae,0,0,1,,0,,1.5,0,0,,0.7,0.7,,0.7,,,0.60,,,small,globose,bright red,,,,Kew herbaria
Iguanura remotiflora,Iguanura,remotiflora,Areceae,Arecoideae,0,0,1,understorey,,1.5,,0,0,,1.01,,,,,,,,,,globose,,,,,
Iguanura sanderiana,Iguanura,sanderiana,Areceae,Arecoideae,0,0,1,understorey,,1.5,3.5,0,0,,1.4,1.4,0.4,1.30,1.1,1.5,0.7,,,small,globose,creamy red,,,,Kew herbaria
Iguanura speciosa,Iguanura,speciosa,Areceae,Arecoideae,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,
Iguanura tenuis,Iguanura,tenuis,Areceae,Arecoideae,0,0,1,understorey,2,1.5,2,0,0,7,0.5,0.5,,1.15,1.1,1.2,0.6,,,small,elongate,pinkish; white with blush when nearly ripe,,,,
Iguanura thalangensis,Iguanura,thalangensis,Areceae,Arecoideae,0,0,1,understorey,1,2,1.5,0,0,,0.6,0.6,,1.5,,,1,,,small,globose,pinkish,,,,
Iguanura wallichiana,Iguanura,wallichiana,Areceae,Arecoideae,0,0,1,understorey,2,4,3.5,0,0,10,2,2,,2.4,1.8,3,1.4,0.8,2,small,,pink or red,,,,
Iriartea deltoidea,Iriartea,deltoidea,Irarteeae,Arecoideae,0,0,1,canopy,1,30,70,0,0,7,5.55,4.7,0.97,2.35,2,2.7,2.5,2,3,small,globose,greenish yellow; dull bluish black,"glabrous, splitting irregulary from apex",,Acc to borchsenius fruits ca 3 cm in diam,
Iriartella setigera,Iriartella,setigera,Irarteeae,Arecoideae,0,0,1,canopy,2,12,5,0,0,8,1.36,0.96,0.45,1.55,1.4,1.7,0.85,0.7,1,small,,"scarlet, orange or brown","glabrous, splitting irregulary from apex",,,
Iriartella stenocarpa,Iriartella,stenocarpa,Irarteeae,Arecoideae,0,0,1,understorey,0,3,2,0,0,5,1.22,0.8,0.47,1.2,0.9,1.5,0.7,0.5,0.5,small,,orange,"glabrous, splitting irregulary",,,
Itaya amicorum,Itaya,amicorum,Cryosophileae,Coryphoideae,0,0,1,understorey,1,4,10,0,0,25,1.4,2.1,2.4,2.25,2,2.5,1.75,1.5,2,small,globose,yellowish green,,,,
Johannesteijsmannia altifrons,Johannesteijsmannia,altifrons,Trachycarpeae,Coryphoideae,0,1,0,understorey,2,0,15,0,1,30,4,,0.95,5,,,4.5,4,5,large,globose,brownish,warty,,,
Johannesteijsmannia lanceolata,Johannesteijsmannia,lanceolata,Trachycarpeae,Coryphoideae,0,1,0,understorey,2,0,15,0,1,,3.5,2.4,1.15,3.4,,,3.4,,,small,ovoid,"reddish brown, corky warts",,,,palmweb
Johannesteijsmannia magnifica,Johannesteijsmannia,magnifica,Trachycarpeae,Coryphoideae,0,1,0,understorey,2,0,15,0,1,,3,,,3.9,,,3.50,,,small,ovoid,"reddish brown, corky warts",,,,"palmweb, Kew herbaria"
Johannesteijsmannia perakensis,Johannesteijsmannia,perakensis,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,4,15,0,1,,,,,,,,,,,,,"reddish brown, corky warts",,,,palmweb
Juania australis,Juania,australis,Ceroxyleae,Ceroxyloideae,0,0,1,canopy,1,15,26,0,0,9,5,,,1.65,,,1.65,1.5,1.8,small,ovoid,orange-red,,,,
Jubaea chilensis,Jubaea,chilensis,Cocoseae,Arecoideae,0,0,1,canopy,1,25,130,0,0,50,5.5,,,3.75,3.5,4,3.5,3,4,small,ovoid,brownish,,,,
Jubaeopsis caffra,Jubaeopsis,caffra,Cocoseae,Arecoideae,0,0,1,canopy,0,6.5,40,0,0,,3.75,,,3,2,4,,,,small,ovoid,orange,,,fruit coconut like,palmpedia
Kentiopsis magnifica,Kentiopsis,magnifica,Areceae,Arecoideae,0,0,1,canopy,1,25,25,0,0,9,2.45,2.25,0.22,2.2,,,1,,,small,,red,,,,palmweb
Kentiopsis oliviformis,Kentiopsis,oliviformis,Areceae,Arecoideae,0,0,1,canopy,1,30,28,0,0,10,3.1,3,0.12,1.7,1.4,2,0.85,0.8,0.9,small,globose,red,,,,palmweb
Kentiopsis piersoniorum,Kentiopsis,piersoniorum,Areceae,Arecoideae,0,0,1,canopy,1,15,25,0,0,12,2.5,2.3,0.22,2.00,1.7,2.3,0.95,0.9,1,small,,purplish,,,,palmweb
Kentiopsis pyriformis,Kentiopsis,pyriformis,Areceae,Arecoideae,0,0,1,canopy,1,18,22,0,0,12,3.45,3,0.5,1.7,,,0.7,,,small,globose,purplish-pink,,,,palmweb
Kerriodoxa elegans,Kerriodoxa,elegans,Chuniophoeniceae,Coryphoideae,0,2,2,canopy,1,7,20,0,0,35,1.27,1.3,0.92,4,3,5,4.5,4,5,large,ovoid,yellowish brown; orangish-yellow,,,,
Korthalsia angustifolia,Korthalsia,angustifolia,Calameae,Calamoideae,1,0,0,canopy,0,50,5,1,1,,3,,0.45,0.9,,,0.6,,,small,ovoid,,covered with overlapping scales,,,
Korthalsia bejaudii,Korthalsia,bejaudii,Calameae,Calamoideae,1,0,0,canopy,0,10,3,0,1,,1,1,,1,,,1,,,small,,brown,covered with overlapping scales,,,
Korthalsia brassii,Korthalsia,brassii,Calameae,Calamoideae,1,0,0,canopy,0,,,,1,,,,,,,,,,,,globose,,covered with overlapping scales,,,
Korthalsia celebica,Korthalsia,celebica,Calameae,Calamoideae,1,0,0,canopy,0,35,1.5,1,1,,1.2,,0.02,1.75,,,1.5,,,small,,brown,covered with overlapping scales,,,palmweb
Korthalsia cheb,Korthalsia,cheb,Calameae,Calamoideae,1,0,0,canopy,0,40,3.5,1,1,,3.5,2.25,0.33,1.5,,,1,,,small,ovoid,straw-colored,covered with overlapping scales,,,
Korthalsia concolor,Korthalsia,concolor,Calameae,Calamoideae,1,0,0,canopy,0,50,2,1,1,,2,,0.45,2,,,1.7,,,small,ovoid,rich brown,covered with overlapping scales,,,
Korthalsia debilis,Korthalsia,debilis,Calameae,Calamoideae,1,0,0,canopy,2,30,2,0,1,,1,1,0.28,0.9,,,0.7,,,small,globose,,covered with overlapping scales,,,
Korthalsia echinometra,Korthalsia,echinometra,Calameae,Calamoideae,1,0,0,canopy,0,40,3,1,1,,2,1.8,0.07,2.5,,,1.5,,,small,ovoid,reddish brown,covered with overlapping scales,,,
Korthalsia ferox,Korthalsia,ferox,Calameae,Calamoideae,1,0,0,canopy,0,50,4,1,1,28,2.5,2.5,0.08,2,,,1.05,1,1.1,small,globose,reddish brown,covered with overlapping scales,,,
Korthalsia flagellaris,Korthalsia,flagellaris,Calameae,Calamoideae,1,0,0,canopy,0,40,5,0,1,,3,3,0.17,1.85,1.7,2,1.05,1,1.1,small,elongate,yellowish brown,covered with overlapping scales,,,
Korthalsia furcata,Korthalsia,furcata,Calameae,Calamoideae,1,0,0,canopy,0,20,1,1,1,,0.65,0.65,,0.8,,,0.6,,,small,,brown,covered with overlapping scales,,,palmweb
Korthalsia furtadoana,Korthalsia,furtadoana,Calameae,Calamoideae,1,0,0,canopy,0,20,1,1,1,,1.05,1.05,0.42,2,,,1.2,,,small,globose,reddish brown,covered with overlapping scales,,,
Korthalsia hispida,Korthalsia,hispida,Calameae,Calamoideae,1,0,0,canopy,0,30,1.5,1,1,,1.5,1.5,0.8,2.2,,,1.9,,,small,globose,reddish brown,covered with overlapping scales,,,
Korthalsia jala,Korthalsia,jala,Calameae,Calamoideae,1,0,0,canopy,0,60,4,0,1,,2.75,2.75,,1.75,,,1.4,,,small,ovoid,dark green,covered with overlapping scales,,,Kew herbaria
Korthalsia junghuhnii,Korthalsia,junghuhnii,Calameae,Calamoideae,1,0,0,canopy,0,,,,1,,1.2,,,,,,,,,,ovoid,,covered with overlapping scales,,,
Korthalsia laciniosa,Korthalsia,laciniosa,Calameae,Calamoideae,1,0,0,canopy,0,75,7,0,1,,3,3,0.33,2.25,2,2.5,1.5,,,small,globose,brown,covered with overlapping scales,,,
Korthalsia lanceolata,Korthalsia,lanceolata,Calameae,Calamoideae,1,0,0,canopy,0,60,7,1,1,,1.5,1.5,,,,,,,,,globose,,covered with overlapping scales,,,
Korthalsia merrillii,Korthalsia,merrillii,Calameae,Calamoideae,1,0,0,canopy,0,20,1.5,1,1,,1.5,,0.05,1.30,0.8,1.8,1.00,0.6,1.4,small,globose,shiny brown,covered with overlapping scales,,,palmweb
Korthalsia paucijuga,Korthalsia,paucijuga,Calameae,Calamoideae,1,0,0,canopy,0,20,1,1,1,,0.75,0.75,0.12,1,,,1,,,small,ovoid,"yellow-brown, darker-tipped scales",covered with overlapping scales,,,palmweb
Korthalsia rigida,Korthalsia,rigida,Calameae,Calamoideae,1,0,0,canopy,0,75,2.5,1,1,,2.34,1.8,0.59,1,,,1,,,small,globose,greenish brown; brown,covered with overlapping scales,,,
Korthalsia robusta,Korthalsia,robusta,Calameae,Calamoideae,1,0,0,canopy,0,30,3.5,1,1,,3,3,0.22,3.75,3.5,4,2.35,2.2,2.5,small,ovoid,mid brown,covered with overlapping scales; mid brown with darker tntramarginal bands and straw colored margins,,,
Korthalsia rogersii,Korthalsia,rogersii,Calameae,Calamoideae,1,0,0,canopy,0,45,1,0,1,,1,1,,2,,,1.8,,,small,,yellowish,covered with overlapping scales,,,
Korthalsia rostrata,Korthalsia,rostrata,Calameae,Calamoideae,1,0,0,canopy,0,25,1.5,1,1,,1.21,1.1,0.13,2,,,1.2,,,small,elongate,orange-brown,covered with overlapping scales,,,
Korthalsia scaphigeroides,Korthalsia,scaphigeroides,Calameae,Calamoideae,1,0,0,canopy,0,5,1.8,1,1,,0.5,0.5,,,,,,,,,ovoid,,covered with overlapping scales,,,
Korthalsia scortechinii,Korthalsia,scortechinii,Calameae,Calamoideae,1,0,0,canopy,0,35,2.5,0,1,,2.5,2.5,,2,,,1,0.9,1.1,small,globose,brown,covered with overlapping scales,,,
Korthalsia tenuissima,Korthalsia,tenuissima,Calameae,Calamoideae,1,0,0,canopy,0,60,1.1,1,1,,1.4,1.4,0.33,1,,1.5,0.8,,,small,,,covered with overlapping scales,,,
Korthalsia zippelii,Korthalsia,zippelii,Calameae,Calamoideae,1,0,0,canopy,0,25,4,0,1,,3,3,0.29,1,0.8,1.2,0.9,0.8,1,small,,pale yellow,covered with overlapping scales,,,Kew herbaria
Laccospadix australasicus,Laccospadix,australasicus,Areceae,Arecoideae,0,0,1,canopy,0,8,10,0,0,8,2.5,1.5,,1.35,0.9,1.8,0.8,0.5,1.1,small,elongate,red,,,,
Laccosperma acutiflorum,Laccosperma,acutiflorum,Lepidocaryeae,Calamoideae,1,0,0,canopy,0,70,6,0,1,,3.5,3.5,0.17,1.9,1.8,2,1.4,1.3,1.5,small,,orange red,,,,palmpedia
Laccosperma korupense,Laccosperma,korupense,Lepidocaryeae,Calamoideae,1,0,0,canopy,0,,,0,1,,,,,,,,,,,,,,,,,
Laccosperma laeve,Laccosperma,laeve,Lepidocaryeae,Calamoideae,1,0,0,canopy,0,20,4,0,1,,2.5,,0.45,1.4,0.8,2,1.3,0.6,2,small,globose,bright orange to grey brown,covered with fine scales,,,Kew herbaria
Laccosperma opacum,Laccosperma,opacum,Lepidocaryeae,Calamoideae,1,0,0,canopy,0,30,2,0,1,10,1.5,1.5,0.75,1.5,,,1.35,1.2,1.5,small,ovoid,"brown, bright red when fresh",pale brown scales; covered with large scales,1,,
Laccosperma robustum,Laccosperma,robustum,Lepidocaryeae,Calamoideae,1,0,0,canopy,0,45,5,0,1,,3.5,3,0.55,1.35,1.2,1.5,1,0.8,1.2,small,globose,red,covered with scales,,,
Laccosperma secundiflorum,Laccosperma,secundiflorum,Lepidocaryeae,Calamoideae,1,0,0,canopy,0,50,3.5,0,1,,4,4,,2,1.5,1.8,0.75,1,1.2,small,ovoid,bright red turning brown with age,with shining scales,1,,
Lanonia acaulis,Lanonia,acaulis,Trachycarpeae,Coryphoideae,0,2,2,understorey,1,0,,0,1,,,,,,,,,,,,,,,,,
Lanonia calciphila,Lanonia,calciphila,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,2,2,0,1,17,,,0.84,1,,,1,,,small,,bright red,,,,palmpedia
Lanonia centralis,Lanonia,centralis,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,5,4,0,1,13,,,1.27,0.7,0.6,0.8,0.7,0.6,0.8,small,,whitish,,,,palmpedia
Lanonia dasyantha,Lanonia,dasyantha,Trachycarpeae,Coryphoideae,0,0,1,understorey,2,1.5,6,0,1,15,,,2,1.125,0.75,1.5,0.90,0.7,1.1,small,,red,,,,palmpedia
Lanonia gracilis,Lanonia,gracilis,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,1,2,0,1,40,,,1,0.85,0.8,0.9,0.85,0.8,0.9,small,,pink or cherry red in young and dark red or dark brown when mature,,,,palmpedia
Lanonia hainanensis,Lanonia,hainanensis,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,4,3,0,1,15,,,1.6,0.8,0.7,0.9,0.8,0.7,0.9,small,,orange or red at maturity,,,,palmpedia
Lanonia hexasepala,Lanonia,hexasepala,Trachycarpeae,Coryphoideae,0,0,1,understorey,2,2,2,0,1,6,,,0.47,0.65,0.6,0.7,0.65,0.6,0.7,small,,,,,,palmpedia
Lanonia magalonii,Lanonia,magalonii,Trachycarpeae,Coryphoideae,0,2,2,understorey,2,1.5,2.5,0,1,12,,,0.56,0.85,0.8,0.9,0.75,0.7,0.8,small,,,,,,palmpedia
Latania loddigesii,Latania,loddigesii,Borasseae,Coryphoideae,0,0,1,canopy,1,15,30,0,1,,3,,,7.00,6.5,7.5,2.40,2.3,2.5,large,ovoid,greenish brown,,,,palmpedia
Latania lontaroides,Latania,lontaroides,Borasseae,Coryphoideae,0,0,1,canopy,1,12,25,0,1,16,5,5,,4.5,,,4.5,4,5,large,ovoid,dark green,,,,palmpedia
Latania verschaffeltii,Latania,verschaffeltii,Borasseae,Coryphoideae,0,0,1,canopy,1,12,25,0,,,3,,,4.25,3.5,5,3.15,2.8,3.5,large,,brownish green,,,,palmpedia
Lemurophoenix halleuxii,Lemurophoenix,halleuxii,Areceae,Arecoideae,0,0,1,canopy,1,20,100,0,0,,4.5,4.25,0.28,5,,,5,,,large,,chestnut-brown,epicarp cracked polygonally into low carky warts,,,
Leopoldinia piassaba,Leopoldinia,piassaba,Leopoldinieae,Arecoideae,0,0,1,canopy,1,10,15,0,0,16,4.8,3.3,1.55,3.80,3.55,4.42,3.34,3,3.68,small,ovoid,orange-brown to purplish-brown,,,,
Leopoldinia pulchra,Leopoldinia,pulchra,Leopoldinieae,Arecoideae,0,0,1,canopy,2,7,10,0,0,25,2.13,1.5,0.68,2.84,2.04,4.06,2.72,1.81,3.62,small,,reddish brown or purple,,,,
Lepidocaryum tenue,Lepidocaryum,tenue,Lepidocaryeae,Calamoideae,0,0,1,understorey,0,4,3,0,0,20,1.17,1.7,2.1,2.25,1.5,3,1.5,1,2,small,globose,reddish brown red or orange-red,covered with overlapping scales,,,
Lepidorrhachis mooreana,Lepidorrhachis,mooreana,Areceae,Arecoideae,0,0,1,understorey,1,2,20,0,0,10,2.04,1.2,0.96,1.2,,,1.1,1,1.2,small,ovoid,red,,,,
Leucothrinax morrisii,Leucothrinax,morrisii,Cryosophileae,Coryphoideae,0,0,1,canopy,1,11,35,0,0,15,2.54,1.14,1.45,0.7,,,0.5,,,small,,white to yellowish,,,,palmpedia
Licuala acuminata,Licuala,acuminata,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,1.8,3,0,0,,1.4,,,,,,,,,,ovoid,red,,,,Kew herbaria
Licuala acutifida,Licuala,acutifida,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,2,3,0,1,,0.9,,,0.65,,,0.6,,,small,globose,,,,,
Licuala adscendens,Licuala,adscendens,Trachycarpeae,Coryphoideae,0,0,1,,1,,3,0,1,,,,1.2,1,,,,,,small,,,,,,
Licuala ahlidurii,Licuala,ahlidurii,Trachycarpeae,Coryphoideae,0,1,0,understorey,0,0.5,4.2,0,1,10,1.6,2.6,2.2,2,,,11,,,small,ovoid,red,,,,Kew herbaria
Licuala angustiloba,Licuala,angustiloba,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,1.5,,0,,14,0.93,,,,,,,,,,,,,,,
Licuala anomala,Licuala,anomala,Trachycarpeae,Coryphoideae,0,0,1,,1,,,0,,,,,,,,,,,,,,,,,,
Licuala aruensis,Licuala,aruensis,Trachycarpeae,Coryphoideae,0,0,1,,,,,0,,,,,,,,,,,,,ovoid,,,,,
Licuala atrovirens,Licuala,atrovirens,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,1.5,,0,1,,,,0.4,,,,,,,,,,,,,
Licuala atroviridis,Licuala,atroviridis,Trachycarpeae,Coryphoideae,0,2,2,understorey,1,0.3,14,0,0,23,2.17,,1.4,,,,,,,,,,,,,
Licuala averyanovii,Licuala,averyanovii,Trachycarpeae,Coryphoideae,0,0,1,understorey,,2,,0,,,,,,1,,,0.7,,,small,ovoid,,,,,
Licuala bachmaensis,Licuala,bachmaensis,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,1.5,20,0,1,20,3.4,,2.1,1,,,0.5,,,small,globose,red,,,,
Licuala bacularia,Licuala,bacularia,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,2,2.5,0,,15,,,,1,,,0.85,,,small,,orange,,,,Kew herbaria
Licuala bayana,Licuala,bayana,Trachycarpeae,Coryphoideae,0,1,0,understorey,0,0,,0,1,8,,,,2.5,,,2.2,,,small,globose,dark purple to black,,,,
Licuala beccariana,Licuala,beccariana,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,3,6,0,1,32,1.5,,1.55,2.15,,,1.8,,,small,globose,,,,,
Licuala bellatula,Licuala,bellatula,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,1.5,3,0,0,8,1.2,,0.92,1.1,,,0.8,,,small,globose,red,,,,Kew herbaria
Licuala bidentata,Licuala,bidentata,Trachycarpeae,Coryphoideae,0,2,2,understorey,1,2,5,0,1,9,1,,1.6,1.2,,,1,,,small,globose,orange red,,,,Kew herbaria
Licuala bidoupensis,Licuala,bidoupensis,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,2.5,4.5,0,0,21,1.14,,1.32,1,,,0.5,,,small,ovoid,red,,,,
Licuala bifida,Licuala,bifida,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,2,3,0,,18,1.12,0.4,0.77,0.85,0.7,1,,,,small,ovoid,,,,,
Licuala bintulensis,Licuala,bintulensis,Trachycarpeae,Coryphoideae,0,2,2,understorey,1,1.5,2.5,0,1,,1.2,,2.2,1,,,0.8,,,small,globose,"red-orange, corky warty",,,,Kew herbaria
Licuala bissula,Licuala,bissula,Trachycarpeae,Coryphoideae,0,0,1,,,,,0,,,,,,,,,,,,,ovoid,,,,,
Licuala borneensis,Licuala,borneensis,Trachycarpeae,Coryphoideae,0,2,2,understorey,1,1,2.3,0,1,12,1.2,,1,0.8,,,0.4,,,small,ellipsoid,pink,,,,Kew herbaria
Licuala bracteata,Licuala,bracteata,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,4,5,0,1,11,1.5,,2.6,0.8,,,0.6,,,small,ovoid,red,,,,
Licuala brevicalyx,Licuala,brevicalyx,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,7,,0,,,,,,0.75,,,0.75,0.7,0.8,small,globose,yellow green?,,,,Kew herbaria
Licuala bruneiana,Licuala,bruneiana,Trachycarpeae,Coryphoideae,0,1,1,understorey,1,0,,0,1,,,,3,1.5,,,0.70,,,small,,"red, cracking corky-warty",,,,Kew herbaria
Licuala burretii,Licuala,burretii,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,1.8,,0,1,,0.9,,1.22,0.6,,,0.6,,,small,globose,red,,,,
Licuala cabalionii,Licuala,cabalionii,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,5,8,0,,12,1.5,1,2.75,1,,,1,,,small,ovoid,,,,,
Licuala cameronensis,Licuala,cameronensis,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,0.7,2.5,0,1,21,0.86,0.3,0.61,0.8,,,0.7,,,small,globose,orange,,,,Kew herbaria
Licuala campestris,Licuala,campestris,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,3,2,0,1,,1,,1,1,,,0.6,,,small,globose,orange,,,,Kew herbaria
Licuala cattienensis,Licuala,cattienensis,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,2,4,0,0,18,1.16,,1.41,0.8,,,0.6,,,small,elongate,red,,,,
Licuala celebica,Licuala,celebica,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,2,,0,1,,1.1,,1.55,0.9,,,0.6,,,small,,,,,,
Licuala chaiana,Licuala,chaiana,Trachycarpeae,Coryphoideae,0,1,0,understorey,1,0,,0,1,,,,1,1.2,,,,,,small,globose,,,,,
Licuala collina,Licuala,collina,Trachycarpeae,Coryphoideae,0,1,0,understorey,2,0,,0,1,,0.3,,0.6,1.75,1.5,2,0.7,,,small,ovoid,orange to red,,,,Kew herbaria
Licuala concinna,Licuala,concinna,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,3,2,0,,25,1.3,3,,0.45,0.4,0.5,0.6,,,small,globose,,,,,
Licuala cordata,Licuala,cordata,Trachycarpeae,Coryphoideae,0,2,2,understorey,2,0.7,1,0,1,18,1.12,,1.62,1,,,1,,,small,ellipsoid,,,,,
Licuala corneri,Licuala,corneri,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,4,2.5,0,1,25,1.35,,0.85,0.8,,,0.5,,,small,ovoid,young brownish green,,,,Kew herbaria
Licuala crassiflora,Licuala,crassiflora,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,7,8,0,1,22,1.26,,,4,3.5,4.5,2.3,2,2.5,large,ovoid,,,,,
Licuala dakrongensis,Licuala,dakrongensis,Trachycarpeae,Coryphoideae,0,,,,,,,0,,,,,,,,,,,,,,,,,,
Licuala debilis,Licuala,debilis,Trachycarpeae,Coryphoideae,0,1,0,understorey,1,0,3,0,,,,,,,,,,,,,,,,,,
Licuala densiflora,Licuala,densiflora,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,0.3,3,0,1,,0.6,,,1.45,,,0.7,0.6,0.8,small,elongate,"red, maturing white",,,,Kew herbaria
Licuala distans,Licuala,distans,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,8,10,0,1,13,1.4,,2.35,1.6,1.5,1.7,1.1,1,1.2,small,elongate,pink; red,,,,
Licuala egregia,Licuala,egregia,Trachycarpeae,Coryphoideae,0,1,0,understorey,1,0,0,0,,15,,,,,,,,,,,ovoid,,,,,
Licuala elegans,Licuala,elegans,Trachycarpeae,Coryphoideae,0,0,1,,,,,0,,,,,,,,,,,,,ovoid,,,,,
Licuala ellipsoidalis,Licuala,ellipsoidalis,Trachycarpeae,Coryphoideae,0,0,1,,,,,0,,,,,,1.5,,,0.6,,,small,,,,,,
Licuala elliptica,Licuala,elliptica,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,1,2.5,0,0,,0.4,,0.76,1,,,0.5,,,small,ellipsoid,orange,,,,Kew herbaria
Licuala exigua,Licuala,exigua,Trachycarpeae,Coryphoideae,0,1,0,understorey,1,0,2.5,0,1,9,0.5,,0.3,,,,,,,,,,,,,
Licuala ferruginea,Licuala,ferruginea,Trachycarpeae,Coryphoideae,0,1,0,understorey,2,2,,0,1,28,1.23,,3.05,1.6,1.5,1.7,1.3,1.2,1.5,small,globose,dark purple to black,,,,Kew herbaria
Licuala ferruginoides,Licuala,ferruginoides,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,0.6,,0,1,,0.9,,1.25,1,,,1,,,small,ovoid,,,,,
Licuala flammula,Licuala,flammula,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,2,,0,1,24,0.9,,1.6,1,,,0.80,,,small,ellipsoid,white to pale pink,,,,Kew herbaria
Licuala flavida,Licuala,flavida,Trachycarpeae,Coryphoideae,0,0,1,,1,,,0,,,,,,,,,,,,,ovoid,,,,,
Licuala flexuosa,Licuala,flexuosa,Trachycarpeae,Coryphoideae,0,1,0,understorey,1,0,3,0,1,,1.1,,0.92,1,,,1.00,,,small,,red,,,,Kew herbaria
Licuala fordiana,Licuala,fordiana,Trachycarpeae,Coryphoideae,0,0,1,understorey,0,3,,0,0,,1,1,0.95,0.8,,,0.8,,,small,,red,,,,
Licuala fractiflexa,Licuala,fractiflexa,Trachycarpeae,Coryphoideae,0,1,0,understorey,1,0.5,10,0,1,28,1.34,,2.75,1.15,1.1,1.2,1.05,1,1.1,small,globose,reddish orange,,,,Kew herbaria
Licuala gjellerupii,Licuala,gjellerupii,Trachycarpeae,Coryphoideae,0,0,1,,,,,0,,,,,,,,,,,,,,,,,,
Licuala glaberrima,Licuala,glaberrima,Trachycarpeae,Coryphoideae,0,,,,,,,0,0,,1.2,,0.85,,,,,,,,ovoid,,,,,
Licuala glabra,Licuala,glabra,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,2.5,7,0,1,28,1.24,,0.75,1.25,1,1.5,0.8,0.6,1,small,ovoid,orange,,,,
